origem,destino,valor
PRAIA DE IRACEMA,MEIRELES,10.0
PRAIA DE IRACEMA,MESSEJANA,30.0
PRAIA DE IRACEMA,MONDUBIM,30.0
PRAIA DE IRACEMA,MONTE CASTELO,20.0
PRAIA DE IRACEMA,MONTESE,20.0
PRAIA DE IRACEMA,MUCURIPE,15.0
PRAIA DE IRACEMA,NORTH SHOPPING (BEZERRA),30.0
PRAIA DE IRACEMA,PAJUCARA (MARACANAU),45.0
PRAIA DE IRACEMA,PAN-AMERICANO,25.0
PRAIA DE IRACEMA,PAPICU,15.0
PRAIA DE IRACEMA,PARANGABA,25.0
PRAIA DE IRACEMA,PARQUE DOIS IRMAOS,30.0
PRAIA DE IRACEMA,PARQUE IRACEMA,25.0
PRAIA DE IRACEMA,PARQUELANDIA,20.0
PRAIA DE IRACEMA,PARQUE MANIBURA,22.0
PRAIA DE IRACEMA,PARQUE SANTANA,40.0
PRAIA DE IRACEMA,PARQUE SAO JOSE,35.0
PRAIA DE IRACEMA,PASSARE,30.0
PRAIA DE IRACEMA,PAUPINA,30.0
PRAIA DE IRACEMA,PICI (PARQUE UNIVERSITARIO),30.0
PRAIA DE IRACEMA,PORTO DAS DUNAS,50.0
PRAIA DE IRACEMA,PRAIA DO CUMBUCO,70.0
PRAIA DE IRACEMA,PRAIA DO FUTURO,20.0
PRAIA DE IRACEMA,PRESIDENTE VARGAS,20.0
PRAIA DE IRACEMA,QUINTINO CUNHA,30.0
PRAIA DE IRACEMA,RODOLFO TEOFILO,25.0
PRAIA DE IRACEMA,RODOVIARIA (BORGE DE MELO),20.0
PRAIA DE IRACEMA,SANTA FE,35.0
PRAIA DE IRACEMA,SANTA MARIA MESSEJANA,30.0
PRAIA DE IRACEMA,SAO GERARDO,20.0
PRAIA DE IRACEMA,SAO JOAO DO TAUAPE,18.0
PRAIA DE IRACEMA,SERRINHA,30.0
PRAIA DE IRACEMA,SHOPPING BENFICA,18.0
PRAIA DE IRACEMA,SHOPPING IGUATEMI,20.0
PRAIA DE IRACEMA,SHOPPING RIO MAR (PAPICU),20.0
PRAIA DE IRACEMA,SITIO SAO JOAO,30.0
PRAIA DE IRACEMA,VARJOTA,15.0
PRAIA DE IRACEMA,VICENTE PINZON,20.0
PRAIA DE IRACEMA,VILA MANOEL SATIRO,35.0
PRAIA DE IRACEMA,VILA PERY,30.0
PRAIA DE IRACEMA,VILA UNIAO,20.0
PRAIA DE PARACURU,JEREISSATI I,150.0
PRAIA DE PARACURU,JOSE WALTER,150.0
PRAIA DE PARACURU,MESSEJANA,150.0
PRAIA DO BALBINO,JEREISSATI I,90.0
PRAIA DO BALBINO,JOSE WALTER,90.0
PRAIA DO BATOQUE,JEREISSATI I,90.0
PRAIA DO BATOQUE,JOSE WALTER,90.0
PRAIA DO BATOQUE,MESSEJANA,60.0
PRAIA DO CUMBUCO,AEROLANDIA,60.0
PRAIA DO CUMBUCO,BEIRA MAR,70.0
PRAIA DO CUMBUCO,CIDADE DOS FUNCIONARIOS,85.0
PRAIA DO CUMBUCO,JEREISSATI I,70.0
PRAIA DO CUMBUCO,JOSE WALTER,70.0
PRAIA DO CUMBUCO,MONTESE,70.0
PRAIA DO CUMBUCO,PARANGABA,60.0
PRAIA DO CUMBUCO,PRAIA DE IRACEMA,70.0
PRAIA DO CUMBUCO,SAO JOAO DO TAUAPE,60.0
PRAIA DO FORTIM,JEREISSATI I,200.0
PRAIA DO FORTIM,JOSE WALTER,180.0
PRAIA DO FORTIM,MESSEJANA,170.0
PRAIA DO FUTURO,AEROLANDIA,20.0
PRAIA DO FUTURO,AEROPORTO,35.0
PRAIA DO FUTURO,ALDEOTA,20.0
PRAIA DO FUTURO,ALVARO WEYNE,35.0
PRAIA DO FUTURO,ANCURI,50.0
PRAIA DO FUTURO,ANTONIO BEZERRA,40.0
PRAIA DO FUTURO,ARACAPE,45.0
PRAIA DO FUTURO,ATACADAO (AEROPORTO),30.0
PRAIA DO FUTURO,ATACADAO (EUSEBIO),40.0
PRAIA DO FUTURO,BAIRRO DE FATIMA,25.0
PRAIA DO FUTURO,BARRA DO CEARA,35.0
PRAIA DO FUTURO,BARROSO I,35.0
PRAIA DO FUTURO,BEACH PARK,60.0
PRAIA DO FUTURO,BEIRA MAR,20.0
PRAIA DO FUTURO,BELA VISTA,35.0
PRAIA DO FUTURO,BENFICA,30.0
PRAIA DO FUTURO,BOM JARDIM,50.0
PRAIA DO FUTURO,BONSUCESSO,40.0
PRAIA DO FUTURO,CAJAZEIRAS,25.0
PRAIA DO FUTURO,CAMBEBA,30.0
PRAIA DO FUTURO,CANINDEZINHO,60.0
PRAIA DO FUTURO,CARLITO PAMPLONA,35.0
PRAIA DO FUTURO,CASTELAO,35.0
PRAIA DO FUTURO,CAUCAIA,60.0
PRAIA DO FUTURO,CENTRO,20.0
PRAIA DO FUTURO,CIDADE 2000,15.0
PRAIA DO FUTURO,CIDADE DOS FUNCIONARIOS,22.0
PRAIA DO FUTURO,COCO,15.0
PRAIA DO FUTURO,CONJUNTO CEARA ,55.0
PRAIA DO FUTURO,CONJUNTO ESPERANCA,40.0
PRAIA DO FUTURO,CONJUNTO PALMEIRAS,30.0
PRAIA DO FUTURO,CRISTO REDENTOR,35.0
PRAIA DO FUTURO,DAMAS,35.0
PRAIA DO FUTURO,DEMOCRITO ROCHA,35.0
PRAIA DO FUTURO,DIAS MACEDO,35.0
PRAIA DO FUTURO,DIONISIO TORRES,20.0
PRAIA DO FUTURO,DRAGAO DO MAR,22.0
PRAIA DO FUTURO,EDSON QUEIROZ,25.0
PRAIA DO FUTURO,FARIAS BRITO,30.0
PRAIA DO FUTURO,GUAJERU,40.0
PRAIA DO FUTURO,GUARARAPES,20.0
PRAIA DO FUTURO,HENRIQUE JORGE,40.0
PRAIA DO FUTURO,ICARAI,55.0
PRAIA DO FUTURO,INDUSTRIAL,45.0
PRAIA DO FUTURO,ITAITINGA,75.0
PRAIA DO FUTURO,ITAPERI,35.0
PRAIA DO FUTURO,JACARECANGA,30.0
PRAIA DO FUTURO,JARDIM AMERICA,35.0
PRAIA DO FUTURO,JARDIM DAS OLIVEIRAS,25.0
PRAIA DO FUTURO,JEREISSATI I,60.0
PRAIA DO FUTURO,JOAO XXIII,40.0
PRAIA DO FUTURO,JOAQUIM TAVORA,20.0
PRAIA DO FUTURO,JOQUEI CLUB,40.0
PRAIA DO FUTURO,JOSE WALTER,35.0
PRAIA DO FUTURO,LAGOA REDONDA,30.0
PRAIA DO FUTURO,LEBLON (OSORIO DE PAIVA),40.0
PRAIA DO FUTURO,LUCIANO CAVALCANTE,25.0
PRAIA DO FUTURO,MARACANAU (MARACANAU),60.0
PRAIA DO FUTURO,MARAPONGA,35.0
PRAIA DO FUTURO,MEIRELES,20.0
PRAIA DO FUTURO,MESSEJANA,30.0
PRAIA DO FUTURO,MONDUBIM,40.0
PRAIA DO FUTURO,MONTE CASTELO,35.0
PRAIA DO FUTURO,MONTESE,30.0
PRAIA DO FUTURO,NORTH SHOPPING (BEZERRA),37.0
PRAIA DO FUTURO,PAJUCARA (MARACANAU),50.0
PRAIA DO FUTURO,PAPICU,15.0
PRAIA DO FUTURO,PARANGABA,35.0
PRAIA DO FUTURO,PARQUE DOIS IRMAOS,30.0
PRAIA DO FUTURO,PARQUE IRACEMA,25.0
PRAIA DO FUTURO,PARQUELANDIA,35.0
PRAIA DO FUTURO,PARQUE MANIBURA,22.0
PRAIA DO FUTURO,PARQUE SANTA ROSA (APOLO XI),45.0
PRAIA DO FUTURO,PASSARE,30.0
PRAIA DO FUTURO,PIRAMBU,35.0
PRAIA DO FUTURO,PORTO DAS DUNAS,50.0
PRAIA DO FUTURO,PRAIA DA PRAINHA,65.0
PRAIA DO FUTURO,PRAIA DE IRACEMA,20.0
PRAIA DO FUTURO,PRESIDENTE KENNEDY,40.0
PRAIA DO FUTURO,QUINTINO CUNHA,50.0
PRAIA DO FUTURO,RODOLFO TEOFILO,35.0
PRAIA DO FUTURO,RODOVIARIA (BORGE DE MELO),30.0
PRAIA DO FUTURO,SANTA FE,35.0
PRAIA DO FUTURO,SANTA MARIA MESSEJANA,30.0
PRAIA DO FUTURO,SAO CRISTOVAO,30.0
PRAIA DO FUTURO,SAO GERARDO,35.0
PRAIA DO FUTURO,SAO JOAO DO TAUAPE,20.0
PRAIA DO FUTURO,SAPIRANGA (COITE),30.0
PRAIA DO FUTURO,SERRINHA,30.0
PRAIA DO FUTURO,SHOPPING JOQUEI,40.0
PRAIA DO FUTURO,SHOPPING RIO MAR (PAPICU),20.0
PRAIA DO FUTURO,SHOPPING VIA SUL,27.0
PRAIA DO FUTURO,SIQUEIRA I,45.0
PRAIA DO FUTURO,SITIO CORREGO,35.0
PRAIA DO FUTURO,SITIO SAO JOAO,30.0
PRAIA DO FUTURO,TAMANDARE,35.0
PRAIA DO FUTURO,TANCREDO NEVES,22.0
PRAIA DO FUTURO,TESTE,45.0
PRAIA DO FUTURO,TIMBO (MARACANAU),60.0
PRAIA DO FUTURO,VARJOTA,15.0
PRAIA DO FUTURO,VILA PERY,40.0
PRAIA DO FUTURO,VILA UNIAO,30.0
PRAIA DO ICARAI,JOSE WALTER,60.0
PRAIA DO ICARAI,MESSEJANA,60.0
PRAIA DO IGUAPE,ALTO ALEGRE (MESSEJANA),50.0
PRAIA DO IGUAPE,CIDADE DOS FUNCIONARIOS,70.0
PRAIA DO IGUAPE,DAMAS,75.0
PRAIA DO IGUAPE,JEREISSATI I,70.0
PRAIA DO IGUAPE,JOSE WALTER,60.0
PRAIA DO IGUAPE,JOSE WALTER,60.0
PRAIA DO IGUAPE,MESSEJANA,50.0
PRAIA DO IGUAPE,MONTESE,75.0
PRAIA DO IGUAPE,PARANGABA,70.0
PRAIA DO IGUAPE,PEDRAS,50.0
PRAIA DO IGUAPE,SANTA FE,50.0
PRAIA DO IGUAPE,SAO CRISTOVAO,50.0
PRAIA DO IGUAPE,SITIO SAO JOAO,50.0
PRAIA DO JAPAO,JEREISSATI I,60.0
PRAIA DO JAPAO,JOSE WALTER,50.0
PRAIA DO JAPAO,MESSEJANA,35.0
PRAIA DO JAPAO,SANTA FE,40.0
PRAIA DO JAPAO,SITIO SAO JOAO,40.0
PRAIA DO PRESIDIO,ALTO ALEGRE I (MARACANAU),70.0
PRAIA DO PRESIDIO,JEREISSATI I,70.0
PRAIA DO PRESIDIO,JOSE WALTER,60.0
PRAIA DO PRESIDIO,MESSEJANA,50.0
PRAIA DO PRESIDIO,SITIO SAO JOAO,50.0
PRAIA SABIAGUABA,AEROLANDIA,25.0
PRAIA SABIAGUABA,ALDEOTA,35.0
PRAIA SABIAGUABA,ALTO ALEGRE (MESSEJANA),25.0
PRAIA SABIAGUABA,ANCURI,40.0
PRAIA SABIAGUABA,ANTONIO BEZERRA,65.0
PRAIA SABIAGUABA,CAJAZEIRAS,25.0
PRAIA SABIAGUABA,CIDADE DOS FUNCIONARIOS,22.0
PRAIA SABIAGUABA,COACU,25.0
PRAIA SABIAGUABA,CONJUNTO ESPERANCA,40.0
PRAIA SABIAGUABA,EDSON QUEIROZ,25.0
PRAIA SABIAGUABA,ELISABETE II,25.0
PRAIA SABIAGUABA,ITAMARATY,25.0
PRAIA SABIAGUABA,ITAPERI,40.0
PRAIA SABIAGUABA,JANGURUSSU,25.0
PRAIA SABIAGUABA,JEREISSATI I,50.0
PRAIA SABIAGUABA,JOAQUIM TAVORA,30.0
PRAIA SABIAGUABA,JOSE BONIFACIO,35.0
PRAIA SABIAGUABA,JOSE WALTER,35.0
PRAIA SABIAGUABA,LAGOA REDONDA,20.0
PRAIA SABIAGUABA,MARAPONGA,35.0
PRAIA SABIAGUABA,MESSEJANA,20.0
PRAIA SABIAGUABA,METROPOLE,70.0
PRAIA SABIAGUABA,MONTESE,40.0
PRAIA SABIAGUABA,PAPICU,25.0
PRAIA SABIAGUABA,PARQUE IRACEMA,25.0
PRAIA SABIAGUABA,PARQUELANDIA,45.0
PRAIA SABIAGUABA,PARQUE MANIBURA,22.0
PRAIA SABIAGUABA,PAUPINA,30.0
PRAIA SABIAGUABA,PRESIDENTE KENNEDY,70.0
PRAIA SABIAGUABA,SANTA FE,25.0
PRAIA SABIAGUABA,SANTA MARIA MESSEJANA,25.0
PRAIA SABIAGUABA,SAO CRISTOVAO,25.0
PRAIA SABIAGUABA,SAO JOAO DO TAUAPE,25.0
PRAIA SABIAGUABA,SAPIRANGA (COITE),25.0
PRAIA SABIAGUABA,SITIO SAO JOAO,25.0
PRESIDENTE KENNEDY,AEROPORTO,30.0
PRESIDENTE KENNEDY,ALDEOTA,25.0
PRESIDENTE KENNEDY,ANTONIO BEZERRA,15.0
PRESIDENTE KENNEDY,BAIRRO DE FATIMA,20.0
PRESIDENTE KENNEDY,BARRA DO CEARA,20.0
PRESIDENTE KENNEDY,BEIRA MAR,25.0
PRESIDENTE KENNEDY,BENFICA,15.0
PRESIDENTE KENNEDY,BOM JARDIM,25.0
PRESIDENTE KENNEDY,CAMBEBA,40.0
PRESIDENTE KENNEDY,CAUCAIA,40.0
PRESIDENTE KENNEDY,CENTRO,20.0
PRESIDENTE KENNEDY,CIDADE 2000,35.0
PRESIDENTE KENNEDY,CIDADE DOS FUNCIONARIOS,27.0
PRESIDENTE KENNEDY,CONJUNTO CEARA ,22.0
PRESIDENTE KENNEDY,CONJUNTO ESPERANCA,25.0
PRESIDENTE KENNEDY,DAMAS,15.0
PRESIDENTE KENNEDY,DIONISIO TORRES,25.0
PRESIDENTE KENNEDY,DRAGAO DO MAR,20.0
PRESIDENTE KENNEDY,EDSON QUEIROZ,35.0
PRESIDENTE KENNEDY,GRANJA LISBOA,30.0
PRESIDENTE KENNEDY,HENRIQUE JORGE,15.0
PRESIDENTE KENNEDY,HOSPITAL CURA DARS/SAO CAMILO,20.0
PRESIDENTE KENNEDY,HOSPITAL DO CORACAO (MESSEJANA),40.0
PRESIDENTE KENNEDY,HOSPITAL GERAL,35.0
PRESIDENTE KENNEDY,JEREISSATI I,45.0
PRESIDENTE KENNEDY,JOAQUIM TAVORA,25.0
PRESIDENTE KENNEDY,JOSE WALTER,30.0
PRESIDENTE KENNEDY,LAGO DO JACAREY (CAMBEBA),27.0
PRESIDENTE KENNEDY,MARAPONGA,25.0
PRESIDENTE KENNEDY,MEIRELES,25.0
PRESIDENTE KENNEDY,MESSEJANA,40.0
PRESIDENTE KENNEDY,MONTE CASTELO,10.0
PRESIDENTE KENNEDY,MONTESE,20.0
PRESIDENTE KENNEDY,MOURA BRASIL,20.0
PRESIDENTE KENNEDY,MUCURIPE,30.0
PRESIDENTE KENNEDY,PAPICU,30.0
PRESIDENTE KENNEDY,PARANGABA,25.0
PRESIDENTE KENNEDY,PARQUELANDIA,10.0
PRESIDENTE KENNEDY,PARQUE MANIBURA,25.0
PRESIDENTE KENNEDY,PIRAMBU,15.0
PRESIDENTE KENNEDY,PRAIA DO FUTURO,40.0
PRESIDENTE KENNEDY,PRAIA SABIAGUABA,70.0
PRESIDENTE KENNEDY,RODOLFO TEOFILO,15.0
PRESIDENTE KENNEDY,RODOVIARIA (BORGE DE MELO),25.0
PRESIDENTE KENNEDY,SAO JOAO DO TAUAPE,25.0
PRESIDENTE KENNEDY,SHOPPING IGUATEMI,35.0
PRESIDENTE KENNEDY,VARJOTA,30.0
PRESIDENTE VARGAS,ARACAPE,10.0
PRESIDENTE VARGAS,BAIRRO DE FATIMA,30.0
PRESIDENTE VARGAS,BEIRA MAR,30.0
PRESIDENTE VARGAS,CAUCAIA,45.0
PRESIDENTE VARGAS,CENTRO,15.0
PRESIDENTE VARGAS,CIDADE DOS FUNCIONARIOS,17.0
PRESIDENTE VARGAS,CONJUNTO ESPERANCA,10.0
PRESIDENTE VARGAS,JEREISSATI I,40.0
PRESIDENTE VARGAS,JOSE WALTER,25.0
PRESIDENTE VARGAS,MEIRELES,40.0
PRESIDENTE VARGAS,MESSEJANA,25.0
PRESIDENTE VARGAS,MONDUBIM,20.0
PRESIDENTE VARGAS,PARQUELANDIA,10.0
PRESIDENTE VARGAS,PARQUE MANIBURA,17.0
PRESIDENTE VARGAS,PARQUE SANTA ROSA (APOLO XI),15.0
PRESIDENTE VARGAS,PRAIA DE IRACEMA,20.0
PRESIDENTE VARGAS,RODOLFO TEOFILO,25.0
PRESIDENTE VARGAS,RODOVIARIA (BORGE DE MELO),35.0
PRESIDENTE VARGAS,SAO JOAO DO TAUAPE,30.0
PRESIDENTE VARGAS,SIQUEIRA I,15.0
PRESIDENTE VARGAS,VICENTE PINZON,50.0
QUINTINO CUNHA,AEROPORTO,30.0
QUINTINO CUNHA,ALDEOTA,30.0
QUINTINO CUNHA,ARACAPE,35.0
QUINTINO CUNHA,BAIRRO DE FATIMA,25.0
QUINTINO CUNHA,BARRA DO CEARA,20.0
QUINTINO CUNHA,BENFICA,25.0
QUINTINO CUNHA,CASTELAO,35.0
QUINTINO CUNHA,CENTRO,25.0
QUINTINO CUNHA,CIDADE DOS FUNCIONARIOS,35.0
QUINTINO CUNHA,CONJUNTO ESPERANCA,25.0
QUINTINO CUNHA,DUNAS,50.0
QUINTINO CUNHA,GRANJA PORTUGAL,20.0
QUINTINO CUNHA,GUARARAPES,40.0
QUINTINO CUNHA,HOSPITAL CURA DARS/SAO CAMILO,30.0
QUINTINO CUNHA,HOSPITAL CURANDARES,30.0
QUINTINO CUNHA,JARDIM DAS OLIVEIRAS,30.0
QUINTINO CUNHA,JEREISSATI I,45.0
QUINTINO CUNHA,JOAQUIM TAVORA,30.0
QUINTINO CUNHA,JOSE WALTER,30.0
QUINTINO CUNHA,MEIRELES,40.0
QUINTINO CUNHA,MESSEJANA,40.0
QUINTINO CUNHA,MONTESE,22.0
QUINTINO CUNHA,MUCURIPE,35.0
QUINTINO CUNHA,NORTH SHOPPING (BEZERRA),15.0
QUINTINO CUNHA,PAN-AMERICANO,20.0
QUINTINO CUNHA,PARQUELANDIA,15.0
QUINTINO CUNHA,PARQUE MANIBURA,35.0
QUINTINO CUNHA,PRAIA DE IRACEMA,30.0
QUINTINO CUNHA,PRAIA DO FUTURO,50.0
QUINTINO CUNHA,SAO CRISTOVAO,40.0
QUINTINO CUNHA,SAO JOAO DO TAUAPE,30.0
QUINTINO CUNHA,SHOPPING IGUATEMI,40.0
REDENCAO,JEREISSATI I,70.0
REDENCAO,JOSE WALTER,100.0
REDENCAO,MESSEJANA,90.0
RESENHA BAR,JEREISSATI I,45.0
RESENHA BAR,MESSEJANA,20.0
RESENHA BAR,SAO JOAO DO TAUAPE,12.0
RESIDENCIAL 1 E 2 ( MARACANAU),CASTELAO,35.0
RESIDENCIAL 1 E 2 ( MARACANAU),CEASA,18.0
RESIDENCIAL 1 E 2 ( MARACANAU),JEREISSATI I,13.0
RESIDENCIAL 1 E 2 ( MARACANAU),JEREISSATI II,13.0
RESIDENCIAL 1 E 2 ( MARACANAU),JEREISSATI III,15.0
RESIDENCIAL 1 E 2 ( MARACANAU),MUNGUBA,25.0
RESIDENCIAL 1 E 2 ( MARACANAU),SITIO DA VOVO MARACANAU,30.0
RESIDENCIAL 1 E 2 ( MARACANAU),TIMBO (MARACANAU),13.0
RESIDENCIAL DEMOCRITO DUMMAR II (MARACANAU),HOSPITAL GERAL,45.0
RESIDENCIAL DEMOCRITO DUMMAR II (MARACANAU),HOSPITAL HGF,50.0
RESIDENCIAL DEMOCRITO DUMMAR II (MARACANAU),JOSE WALTER,25.0
RESIDENCIAL DEMOCRITO DUMMAR II (MARACANAU),PAJUCARA (MARACANAU),18.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),ALTO DA MANGUEIRA,13.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),HOSPITAL GERAL,45.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),HOSPITAL HGF,50.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),HOSPITAL MARACANAU,13.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),JEREISSATI I,13.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),JEREISSATI II,13.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),JEREISSATI III,15.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),JOSE WALTER,25.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),NORTH SHOPPING MARACANAU,13.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),NOVO MARACANAU,13.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),PAJUCARA (MARACANAU),18.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),PIRATININGA(MARACANAU),13.0
RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),TIMBO (MARACANAU),13.0
RESTAURANTE BRASEIRO ( SAO JOAO TAUAPE),AEROLANDIA,8.0
RESTAURANTE BRASEIRO ( SAO JOAO TAUAPE),JEREISSATI I,45.0
RESTAURANTE BRASEIRO ( SAO JOAO TAUAPE),MESSEJANA,20.0
RESTAURANTE BRASEIRO ( SAO JOAO TAUAPE),SAO JOAO DO TAUAPE,5.0
RESTAURANTE CARNE DE RUSSAS,AEROLANDIA,12.0
RESTAURANTE CARNE DE RUSSAS,JEREISSATI I,45.0
RESTAURANTE CARNE DE RUSSAS,SAO JOAO DO TAUAPE,7.0
RODOLFO TEOFILO,ACARACUZINHO (MARACANAU),35.0
RODOLFO TEOFILO,AEROLANDIA,20.0
RODOLFO TEOFILO,AGUA FRIA,30.0
RODOLFO TEOFILO,ALDEOTA,20.0
RODOLFO TEOFILO,ALTO ALEGRE (MESSEJANA),30.0
RODOLFO TEOFILO,ALVORADA,30.0
RODOLFO TEOFILO,BAIRRO DE FATIMA,15.0
RODOLFO TEOFILO,BARRA DO CEARA,20.0
RODOLFO TEOFILO,BARROSO I,35.0
RODOLFO TEOFILO,BEIRA MAR,25.0
RODOLFO TEOFILO,BENFICA,10.0
RODOLFO TEOFILO,BOA VISTA (CASTELAO),25.0
RODOLFO TEOFILO,BONSUCESSO,20.0
RODOLFO TEOFILO,CAJAZEIRAS,25.0
RODOLFO TEOFILO,CASTELAO,25.0
RODOLFO TEOFILO,CAUCAIA,40.0
RODOLFO TEOFILO,CENTRO,20.0
RODOLFO TEOFILO,CIDADE 2000,30.0
RODOLFO TEOFILO,CIDADE DOS FUNCIONARIOS,25.0
RODOLFO TEOFILO,COCO,30.0
RODOLFO TEOFILO,CONJUNTO ESPERANCA,25.0
RODOLFO TEOFILO,CONJUNTO PALMEIRAS,30.0
RODOLFO TEOFILO,DIONISIO TORRES,15.0
RODOLFO TEOFILO,DRAGAO DO MAR,20.0
RODOLFO TEOFILO,EDSON QUEIROZ,30.0
RODOLFO TEOFILO,GENIBAU,22.0
RODOLFO TEOFILO,HENRIQUE JORGE,15.0
RODOLFO TEOFILO,HOSPITAL SAO MATEUS,30.0
RODOLFO TEOFILO,ITAMARATY,30.0
RODOLFO TEOFILO,ITAPERI,25.0
RODOLFO TEOFILO,JACARECANGA,15.0
RODOLFO TEOFILO,JARDIM AMERICA,15.0
RODOLFO TEOFILO,JARDIM IRACEMA,20.0
RODOLFO TEOFILO,JEREISSATI I,40.0
RODOLFO TEOFILO,JOAQUIM TAVORA,20.0
RODOLFO TEOFILO,JOSE WALTER,25.0
RODOLFO TEOFILO,LUCIANO CAVALCANTE,25.0
RODOLFO TEOFILO,MARAPONGA,20.0
RODOLFO TEOFILO,MEIRELES,20.0
RODOLFO TEOFILO,MESSEJANA,30.0
RODOLFO TEOFILO,METROPOLE,40.0
RODOLFO TEOFILO,MONTESE,15.0
RODOLFO TEOFILO,PAJUCARA (MARACANAU),40.0
RODOLFO TEOFILO,PAPICU,30.0
RODOLFO TEOFILO,PARANGABA,18.0
RODOLFO TEOFILO,PARQUE ARAXA,10.0
RODOLFO TEOFILO,PARQUELANDIA,10.0
RODOLFO TEOFILO,PARQUE MANIBURA,25.0
RODOLFO TEOFILO,PARQUE SANTANA,30.0
RODOLFO TEOFILO,PARQUE SANTA ROSA (APOLO XI),20.0
RODOLFO TEOFILO,PARREAO,15.0
RODOLFO TEOFILO,PASSARE,25.0
RODOLFO TEOFILO,PEDRAS,35.0
RODOLFO TEOFILO,PLANALTO AYRTON SENNA,25.0
RODOLFO TEOFILO,PRAIA DE IRACEMA,25.0
RODOLFO TEOFILO,PRAIA DO FUTURO,35.0
RODOLFO TEOFILO,PRESIDENTE KENNEDY,15.0
RODOLFO TEOFILO,PRESIDENTE VARGAS,25.0
RODOLFO TEOFILO,SANTA MARIA MESSEJANA,35.0
RODOLFO TEOFILO,SAO JOAO DO TAUAPE,20.0
RODOLFO TEOFILO,SAPIRANGA (COITE),35.0
RODOLFO TEOFILO,SERRINHA,20.0
RODOLFO TEOFILO,SITIO SAO JOAO,40.0
RODOLFO TEOFILO,UPA GENIBAU,22.0
RODOLFO TEOFILO,VARJOTA,30.0
RODOLFO TEOFILO,VILA MANOEL SATIRO,20.0
RODOLFO TEOFILO,VILA PERY,20.0
RODOVIARIA (BORGE DE MELO),ACARACUZINHO (MARACANAU),45.0
RODOVIARIA (BORGE DE MELO),AEROLANDIA,12.0
RODOVIARIA (BORGE DE MELO),AEROPORTO,20.0
RODOVIARIA (BORGE DE MELO),ALDEOTA,20.0
RODOVIARIA (BORGE DE MELO),ALTO ALEGRE (MESSEJANA),30.0
RODOVIARIA (BORGE DE MELO),ALTO DA BALANCA,12.0
RODOVIARIA (BORGE DE MELO),ALTO DA MANGUEIRA,45.0
RODOVIARIA (BORGE DE MELO),ALVARO WEYNE,20.0
RODOVIARIA (BORGE DE MELO),ALVORADA (MARACANAU),50.0
RODOVIARIA (BORGE DE MELO),ANTONIO BEZERRA,25.0
RODOVIARIA (BORGE DE MELO),ARACAPE,35.0
RODOVIARIA (BORGE DE MELO),ATACADAO (AEROPORTO),20.0
RODOVIARIA (BORGE DE MELO),BAIRRO DE FATIMA,10.0
RODOVIARIA (BORGE DE MELO),BANDEIRANTES (MARACANAU),45.0
RODOVIARIA (BORGE DE MELO),BARRA DO CEARA,30.0
RODOVIARIA (BORGE DE MELO),BARROSO I,25.0
RODOVIARIA (BORGE DE MELO),BEIRA MAR,25.0
RODOVIARIA (BORGE DE MELO),BOM JARDIM,35.0
RODOVIARIA (BORGE DE MELO),BONSUCESSO,25.0
RODOVIARIA (BORGE DE MELO),CAJAZEIRAS,23.0
RODOVIARIA (BORGE DE MELO),CAMBEBA,25.0
RODOVIARIA (BORGE DE MELO),CANINDEZINHO,30.0
RODOVIARIA (BORGE DE MELO),CASTELAO,20.0
RODOVIARIA (BORGE DE MELO),CAUCAIA,40.0
RODOVIARIA (BORGE DE MELO),CENTRO,20.0
RODOVIARIA (BORGE DE MELO),CENTRO (MARACANAU),45.0
RODOVIARIA (BORGE DE MELO),CIDADE 2000,20.0
RODOVIARIA (BORGE DE MELO),CIDADE DOS FUNCIONARIOS,20.0
RODOVIARIA (BORGE DE MELO),COCO,25.0
RODOVIARIA (BORGE DE MELO),CONJUNTO CEARA ,30.0
RODOVIARIA (BORGE DE MELO),CONJUNTO ESPERANCA,30.0
RODOVIARIA (BORGE DE MELO),CONJUNTO PALMEIRAS,30.0
RODOVIARIA (BORGE DE MELO),COQUEIRAL (MARACANAU),45.0
RODOVIARIA (BORGE DE MELO),DAMAS,10.0
RODOVIARIA (BORGE DE MELO),DEMOCRITO ROCHA,20.0
RODOVIARIA (BORGE DE MELO),DIONISIO TORRES,15.0
RODOVIARIA (BORGE DE MELO),DRAGAO DO MAR,20.0
RODOVIARIA (BORGE DE MELO),EDSON QUEIROZ,25.0
RODOVIARIA (BORGE DE MELO),GRANJA LISBOA,35.0
RODOVIARIA (BORGE DE MELO),GRANJA PORTUGAL,30.0
